trade_date,cash,positions_value,equity
20230424,2366.110776831192,1219164.6153575424,1221530.7261343736
20230425,2366.110776831192,1219937.0621355318,1222303.172912363
20230426,2366.110776831192,1217586.730749047,1219952.841525878
20230427,2366.110776831192,1223668.7346499567,1226034.8454267879
20230428,2366.110776831192,1228817.1476948082,1231183.2584716394
20230504,80.53618973764242,1239790.6650444462,1239871.201234184
20230505,80.53618973764242,1250315.2943870504,1250395.8305767882
20230508,80.53618973764242,1280625.2644577988,1280705.8006475365
20230509,80.53618973764242,1259602.4251244848,1259682.9613142225
20230510,80.53618973764242,1261506.1408796574,1261586.677069395
20230511,80.53618973764242,1280793.222401752,1280873.7585914896
20230512,80.53618973764242,1286352.6966192112,1286433.232808949
20230515,80.53618973764242,1286596.6928778584,1286677.2290675961
20230516,80.53618973764242,1279606.4334696268,1279686.9696593645
20230517,80.53618973764242,1277749.2190752884,1277829.7552650261
20230518,80.53618973764242,1270794.342091288,1270874.8782810257
20230519,80.53618973764242,1269735.558667693,1269816.0948574308
20230522,80.53618973764242,1273604.1949379593,1273684.731127697
20230523,80.53618973764242,1275754.5760136575,1275835.1122033952
20230524,80.53618973764242,1268298.39986115,1268378.9360508877
20230525,80.53618973764242,1273334.7534741347,1273415.2896638724
20230526,80.53618973764242,1276809.430427077,1276889.9666168147
20230529,80.53618973764242,1277649.6002356834,1277730.136425421
20230530,80.53618973764242,1273340.1559770987,1273420.6921668365
20230531,80.53618973764242,1266285.5795742355,1266366.1157639732
20230601,107.03691473801155,1256355.1616227492,1256462.198537487
20230602,107.03691473801155,1270253.212866245,1270360.2497809832
20230605,107.03691473801155,1273229.0744968655,1273336.1114116036
20230606,107.03691473801155,1253627.1144420893,1253734.1513568275
20230607,107.03691473801155,1248092.3013629892,1248199.3382777274
20230608,107.03691473801155,1261654.022174618,1261761.059089356
20230609,107.03691473801155,1257236.6418771967,1257343.6787919346
20230612,107.03691473801155,1257639.264237161,1257746.3011518992
20230613,107.03691473801155,1250846.130356594,1250953.167271332
20230614,107.03691473801155,1241196.5214838283,1241303.5583985662
20230615,107.03691473801155,1242318.5574431566,1242425.5943578947
20230616,107.03691473801155,1247436.590713699,1247543.6276284372
20230619,107.03691473801155,1232515.3183270972,1232622.3552418351
20230620,107.03691473801155,1223167.6927497282,1223274.7296644663
20230621,107.03691473801155,1214499.493824016,1214606.5307387542
20230626,107.03691473801155,1204087.8508280446,1204194.8877427825
20230627,107.03691473801155,1219831.610028077,1219938.6469428148
20230628,107.03691473801155,1225628.5732924247,1225735.6102071628
20230629,107.03691473801155,1223249.478878136,1223356.5157928742
20230630,107.03691473801155,1233370.3702880729,1233477.407202811
20230703,122.59699345656554,1244298.7361634816,1244421.3331569382
20230704,122.59699345656554,1241341.8079937433,1241464.4049872
20230705,122.59699345656554,1246909.220118258,1247031.8171117145
20230706,122.59699345656554,1245273.5742351594,1245396.171228616
20230707,122.59699345656554,1250934.389295063,1251056.9862885196
20230710,122.59699345656554,1259048.8928300817,1259171.4898235383
20230711,122.59699345656554,1257239.8999024518,1257362.4968959084
20230712,122.59699345656554,1258013.5797911067,1258136.1767845633
20230713,122.59699345656554,1262587.0033535224,1262709.600346979
20230714,122.59699345656554,1261606.9002600298,1261729.4972534864
20230717,122.59699345656554,1260738.018270682,1260860.6152641387
20230718,122.59699345656554,1265515.4973927804,1265638.094386237
20230719,122.59699345656554,1268057.03370609,1268179.6306995465
20230720,122.59699345656554,1269406.2434978855,1269528.8404913421
20230721,122.59699345656554,1268990.5875021706,1269113.1844956272
20230724,122.59699345656554,1263078.841591359,1263201.4385848157
20230725,122.59699345656554,1275581.7731889607,1275704.3701824173
20230726,122.59699345656554,1285216.885169448,1285339.4821629047
20230727,122.59699345656554,1283330.6889413926,1283453.2859348492
20230728,122.59699345656554,1293358.6854099785,1293481.282403435
20230731,122.59699345656554,1298386.6889409407,1298509.2859343973
20230801,126.37370287001613,1301427.3033747035,1301553.6770775735
20230802,126.37370287001613,1295149.0348481599,1295275.4085510299
20230803,126.37370287001613,1294604.706489798,1294731.080192668
20230804,126.37370287001613,1292744.8686488026,1292871.2423516726
20230807,126.37370287001613,1290623.0510422557,1290749.4247451257
20230808,126.37370287001613,1289305.8105679795,1289432.1842708495
20230809,126.37370287001613,1283275.4003160074,1283401.7740188774
20230810,126.37370287001613,1300414.9476449213,1300541.3213477912
20230811,126.37370287001613,1276631.384525695,1276757.7582285649
20230814,126.37370287001613,1274184.4004348104,1274310.7741376804
20230815,126.37370287001613,1271761.9793480383,1271888.3530509083
20230816,126.37370287001613,1264390.9833212493,1264517.3570241192
20230817,126.37370287001613,1265867.7758066715,1265994.1495095415
20230818,126.37370287001613,1263642.4009615756,1263768.7746644455
20230821,126.37370287001613,1263812.4241995162,1263938.7979023862
20230822,126.37370287001613,1251160.056415828,1251286.430118698
20230823,126.37370287001613,1249593.1444808869,1249719.5181837569
20230824,126.37370287001613,1236449.1410637032,1236575.5147665732
20230825,126.37370287001613,1237873.2981980108,1237999.6719008808
20230828,126.37370287001613,1258509.3060793318,1258635.6797822018
20230829,126.37370287001613,1249000.5322655085,1249126.9059683785
20230830,126.37370287001613,1236966.2986535965,1237092.6723564665
20230831,126.37370287001613,1231858.0814294317,1231984.4551323017
20230901,83.05426677138894,1252683.2805894262,1252766.3348561975
20230904,83.05426677138894,1306683.15107233,1306766.2053391014
20230905,83.05426677138894,1302093.1791447885,1302176.2334115598
20230906,83.05426677138894,1286215.488499272,1286298.5427660432
20230907,83.05426677138894,1280639.0757195426,1280722.1299863139
20230908,83.05426677138894,1268697.713829724,1268780.7680964952
20230911,83.05426677138894,1276974.9538185736,1277058.008085345
20230912,83.05426677138894,1271435.180626491,1271518.2348932624
20230913,83.05426677138894,1269725.3158678953,1269808.3701346666
20230914,83.05426677138894,1275700.8627608493,1275783.9170276206
20230915,83.05426677138894,1275550.8855576061,1275633.9398243774
20230918,83.05426677138894,1277847.702623778,1277930.7568905493
20230919,83.05426677138894,1279798.4000012907,1279881.454268062
20230920,83.05426677138894,1274556.5953580027,1274639.649624774
20230921,83.05426677138894,1261918.6900537007,1262001.744320472
20230922,83.05426677138894,1261734.4726652207,1261817.526931992
20230925,83.05426677138894,1264452.5628074885,1264535.6170742598
20230926,83.05426677138894,1254334.8057292355,1254417.8599960068
20230927,83.05426677138894,1256737.5215642017,1256820.575830973
20230928,83.05426677138894,1259151.8871634859,1259234.9414302572
20231009,89.67683726548421,1263595.9116227976,1263685.588460063
20231010,89.67683726548421,1248404.0841770305,1248493.761014296
20231011,89.67683726548421,1234876.9817766289,1234966.6586138944
20231012,89.67683726548421,1253939.5964715083,1254029.2733087738
20231013,89.67683726548421,1244039.5478905332,1244129.2247277987
20231016,89.67683726548421,1243878.279198871,1243967.9560361365
20231017,89.67683726548421,1251221.7159682594,1251311.3928055249
20231018,89.67683726548421,1239670.5441739848,1239760.2210112503
20231019,89.67683726548421,1227936.4626276982,1228026.1394649637
20231020,89.67683726548421,1229641.3138718223,1229730.9907090878
20231023,89.67683726548421,1212110.1593596302,1212199.8361968957
20231024,89.67683726548421,1218234.3040575811,1218323.9808948466
20231025,89.67683726548421,1230698.8480288656,1230788.5248661311
20231026,89.67683726548421,1228554.3524330421,1228644.0292703076
20231027,89.67683726548421,1235865.2776805228,1235954.9545177883
20231030,89.67683726548421,1232178.3533824969,1232268.0302197624
20231031,89.67683726548421,1234641.466556458,1234731.1433937235
20231101,280.7538153694186,1225640.9741474702,1225921.7279628396
20231102,280.7538153694186,1224119.6942163967,1224400.448031766
20231103,280.7538153694186,1234821.828255822,1235102.5820711914
20231106,280.7538153694186,1238076.547934293,1238357.3017496625
20231107,280.7538153694186,1234904.7779163157,1235185.5317316852
20231108,280.7538153694186,1245520.9586227713,1245801.7124381408
20231109,280.7538153694186,1245546.613486936,1245827.3673023055
20231110,280.7538153694186,1249771.6768159466,1250052.430631316
20231113,280.7538153694186,1254065.5701111744,1254346.3239265438
20231114,280.7538153694186,1258534.3713201303,1258815.1251354998
20231115,280.7538153694186,1264276.5248385319,1264557.2786539013
